2.9703 0.0196914 -0.0393853 0.0602906
5.94059 0.0796832 -0.147233 0.206849
8.91089 0.186275 -0.29579 0.347011
11.8812 0.316835 -0.391209 0.318159
14.8515 0.427005 -0.340833 0.0729299
17.8218 0.47619 -0.136693 -0.22762
20.7921 0.450991 0.130944 -0.352462
23.7624 0.369088 0.341744 -0.215964
26.7327 0.264294 0.425983 0.0669028
29.703 0.16718 0.39126 0.31052
32.6733 0.0941305 0.292224 0.407638
35.6436 0.0474762 0.185031 0.368065
38.6139 0.0215659 0.101636 0.262683
41.5842 0.0088646 0.0491559 0.15645
44.5545 0.00331121 0.021156 0.0800371
47.5248 0.00112826 0.00816882 0.0358156
50.495 0.000351906 0.00284835 0.0141984
53.4653 0.000100787 0.000901742 0.00503447
56.4356 2.66167e-05 0.000260448 0.00160881
59.4059 6.48978e-06 6.89658e-05 0.000466241
62.3762 1.52437e-06 1.67143e-05 0.000123185
65.3465 2.86979e-07 3.73854e-06 2.97892e-05
68.3168 9.68315e-08 7.61753e-07 6.63067e-06
71.2871 3.9086e-08 2.09488e-07 1.33683e-06
74.2574 -6.06546e-08 1.0753e-07 2.78984e-07
77.2277 2.23809e-08 2.51067e-08 3.97139e-08
80.198 5.81234e-08 2.58085e-09 -2.28744e-09
83.1683 -2.56545e-08 2.6115e-08 1.53037e-08
86.1386 -6.50412e-08 2.94602e-08 1.07528e-08
89.1089 -3.38347e-08 3.10575e-08 -8.58043e-09
92.0792 3.16968e-10 2.35878e-08 -1.85387e-08
95.0495 2.55104e-08 5.52728e-09 -1.43366e-08
98.0198 1.72136e-08 -7.33435e-09 -5.59745e-09
100.99 -3.08598e-09 -9.583e-09 -1.57116e-09
103.96 1.14477e-08 -5.98025e-09 -1.3249e-09
106.931 -1.41087e-08 -4.42289e-09 -1.43937e-09
109.901 2.40299e-08 8.68662e-10 -9.94119e-10
112.871 -3.12349e-09 -3.60044e-09 -5.13288e-10
115.842 -1.39449e-08 1.36571e-09 -1.62006e-10
118.812 5.7994e-09 1.97645e-09 -7.94808e-12
121.782 1.50954e-08 -1.53758e-09 -2.09135e-10
124.752 1.48053e-08 -3.45799e-09 2.76022e-10
127.723 -1.34102e-09 -4.32474e-10 2.98705e-10
130.693 1.57782e-08 -5.98432e-09 -2.70899e-09
133.663 -1.56057e-08 1.17356e-08 7.49653e-09
136.634 3.8262e-09 -2.03512e-08 -9.33051e-09
139.604 1.24249e-08 1.85195e-08 1.73158e-09
142.574 3.09157e-09 1.87343e-09 4.22377e-09
145.545 -1.32839e-08 -1.58813e-08 -6.27056e-10
148.515 -1.28308e-08 -1.07572e-09 3.1936e-09
151.485 -1.28314e-08 -4.08228e-09 -4.5618e-09
154.455 -9.71125e-09 -7.00449e-09 -5.16024e-09
157.426 -3.76954e-09 -4.18135e-09 -3.39235e-09
160.396 -1.77644e-09 -9.68557e-10 -9.99916e-10
163.366 -1.26315e-09 -8.57167e-10 -1.62796e-09
166.337 -3.37523e-10 -5.19222e-10 -1.04358e-09
169.307 -1.83576e-11 -1.60046e-10 2.93923e-10
172.277 -9.05495e-11 -7.32081e-11 2.67668e-10
175.248 -5.10062e-11 -4.84247e-11 -3.61315e-11
178.218 -4.18644e-12 -2.54038e-11 -7.66411e-11
181.188 -3.63828e-12 1.51955e-11 1.79034e-11
184.158 4.45609e-12 1.56499e-11 1.16895e-11
187.129 2.98913e-12 2.86325e-12 -7.61528e-13
190.099 -1.05253e-12 -2.13842e-12 -2.90701e-12
193.069 -8.14586e-13 -2.12252e-12 -3.46258e-12
196.04 -2.88354e-13 -1.08222e-12 -1.93142e-12
199.01 -3.17216e-14 -2.75591e-14 -4.62049e-13
201.98 -1.15264e-13 -8.61419e-14 -8.22135e-14
204.95 5.00512e-15 3.82126e-14 7.56252e-14
207.921 -1.49607e-14 -1.71089e-14 1.63933e-14
210.891 2.38932e-14 3.38267e-14 1.49875e-14
213.861 1.64758e-14 3.02864e-14 -4.67108e-15
216.832 -7.43971e-15 5.75329e-15 -1.12944e-14
219.802 -6.87329e-15 -7.52503e-16 -6.16066e-15
222.772 -2.14202e-15 -1.27698e-15 -3.29063e-16
225.743 -7.64701e-16 -7.82787e-16 -1.98096e-17
228.713 -1.15604e-16 -6.9965e-18 5.8224e-16
231.683 5.30441e-17 1.7097e-16 2.88364e-16
234.653 9.49476e-17 9.22375e-17 -4.72157e-18
237.624 6.51552e-17 5.36668e-17 -2.84147e-17
240.594 2.09054e-17 2.21697e-17 5.58848e-18
243.564 8.37208e-18 8.95604e-18 6.5968e-18
246.535 -2.81579e-18 -3.02143e-18 -2.65912e-18
249.505 1.47894e-18 3.28487e-18 1.3776e-18
252.475 7.65181e-19 1.00459e-18 1.05165e-18
255.446 1.41442e-19 7.93856e-19 4.76253e-19
258.416 1.98831e-20 1.93754e-19 1.12128e-19
261.386 -1.3268e-20 8.62773e-21 1.1262e-19
264.356 1.32106e-20 1.77749e-20 7.2029e-21
267.327 7.7719e-21 3.33173e-20 -1.45261e-21
270.297 -1.00681e-20 2.44742e-21 3.47182e-21
273.267 -5.70398e-21 1.15288e-21 9.41292e-22
276.238 -9.89437e-22 -8.16031e-22 -1.17547e-21
279.208 -3.55273e-22 -9.09069e-22 2.10012e-22
282.178 -7.7365e-24 -1.71407e-22 8.69083e-23
285.149 3.61229e-23 1.95207e-23 -4.1832e-23
288.119 2.4963e-23 1.25471e-23 -4.68997e-23
291.089 3.75312e-24 -8.99927e-24 1.49784e-24
294.059 -6.69652e-24 -5.97745e-24 -5.72967e-25
297.03 -2.62089e-24 -2.85447e-24 -1.58715e-24
