0.019802 0.0118557 -0.0152282 0.0174641
0.039604 0.0238651 -0.0305367 0.0348848
0.0594059 0.035948 -0.0457043 0.0518736
0.0792079 0.0480234 -0.0605111 0.0680501
0.0990099 0.060011 -0.0747418 0.0830505
0.118812 0.0718316 -0.0881897 0.0965362
0.138614 0.0834077 -0.100659 0.108202
0.158416 0.094665 -0.11197 0.117781
0.178218 0.105532 -0.121958 0.125055
0.19802 0.115943 -0.130481 0.129855
0.217822 0.125834 -0.137416 0.132067
0.237624 0.13515 -0.142665 0.131634
0.257426 0.143839 -0.146156 0.128556
0.277228 0.151857 -0.14784 0.122891
0.29703 0.159165 -0.147697 0.114753
0.316832 0.165732 -0.145731 0.104307
0.336634 0.171533 -0.14197 0.0917672
0.356436 0.176551 -0.13647 0.0773903
0.376238 0.180776 -0.129306 0.0614696
0.39604 0.184204 -0.120578 0.0443278
0.415842 0.186837 -0.110403 0.0263097
0.435644 0.188684 -0.0989143 0.00777446
0.455446 0.189762 -0.0862616 -0.0109127
0.475248 0.190091 -0.072605 -0.029388
0.49505 0.189698 -0.0581142 -0.0472976
0.514851 0.188612 -0.0429645 -0.0643036
0.534653 0.186871 -0.0273348 -0.0800922
0.554455 0.184511 -0.0114046 -0.0943782
0.574257 0.181576 0.00464887 -0.106911
0.594059 0.17811 0.020653 -0.117479
0.613861 0.174159 0.0364421 -0.125912
0.633663 0.169772 0.0518596 -0.132083
0.653465 0.164996 0.0667597 -0.135911
0.673267 0.159881 0.0810092 -0.13736
0.693069 0.154477 0.0944888 -0.136436
0.712871 0.14883 0.107094 -0.13319
0.732673 0.142988 0.118735 -0.127711
0.752475 0.136998 0.129339 -0.120126
0.772277 0.130902 0.138849 -0.110592
0.792079 0.124742 0.147224 -0.0992944
0.811881 0.118558 0.154438 -0.0864432
0.831683 0.112386 0.16048 -0.072265
0.851485 0.106261 0.165354 -0.0569999
0.871287 0.100212 0.169077 -0.0408952
0.891089 0.0942696 0.171677 -0.0242016
0.910891 0.0884571 0.173194 -0.00716737
0.930693 0.0827971 0.173678 0.00996524
0.950495 0.0773086 0.173186 0.0269645
0.970297 0.0720079 0.171783 0.0436125
0.990099 0.0669082 0.169539 0.0597083
1.0099 0.0620203 0.166527 0.0750703
1.0297 0.0573523 0.162825 0.0895384
1.0495 0.05291 0.158512 0.102975
1.06931 0.0486968 0.153666 0.115266
1.08911 0.0447141 0.148365 0.126321
1.10891 0.0409616 0.142688 0.136075
1.12871 0.0374371 0.136708 0.144483
1.14851 0.0341371 0.130495 0.151525
1.16832 0.0310567 0.124119 0.157199
1.18812 0.0281898 0.117642 0.161525
1.20792 0.0255295 0.111121 0.164538
1.22772 0.0230679 0.104612 0.166289
1.24752 0.0207968 0.0981618 0.166844
1.26733 0.0187072 0.0918135 0.166276
1.28713 0.01679 0.0856051 0.164671
1.30693 0.0150358 0.0795691 0.162119
1.32673 0.0134349 0.073733 0.158716
1.34653 0.011978 0.0681197 0.154559
1.36634 0.0106555 0.0627471 0.149749
1.38614 0.00945814 0.0576291 0.144384
1.40594 0.00837693 0.0527754 0.13856
1.42574 0.00740307 0.0481922 0.132371
1.44554 0.00652813 0.0438823 0.125904
1.46535 0.00574402 0.0398455 0.119244
1.48515 0.00504306 0.0360791 0.112467
1.50495 0.00441798 0.0325781 0.105644
1.52475 0.00386192 0.0293355 0.0988388
1.54455 0.00336845 0.0263427 0.092108
1.56436 0.00293157 0.0235899 0.085501
1.58416 0.0025457 0.0210662 0.0790605
1.60396 0.00220567 0.0187598 0.0728218
1.62376 0.00190672 0.0166585 0.0668139
1.64356 0.00164447 0.0147497 0.0610595
1.66337 0.0014149 0.0130207 0.0555752
1.68317 0.00121437 0.0114588 0.0503723
1.70297 0.00103954 0.0100512 0.045457
1.72277 0.000887391 0.00878563 0.0408311
1.74257 0.000755192 0.00765002 0.0364921
1.76238 0.000640477 0.00663269 0.032434
1.78218 0.000541025 0.00572241 0.0286475
1.80198 0.000454835 0.0049084 0.0251206
1.82178 0.000380112 0.00418038 0.0218388
1.84158 0.000315236 0.00352853 0.0187852
1.86139 0.000258752 0.00294346 0.0159414
1.88119 0.000209341 0.00241621 0.013287
1.90099 0.000165804 0.00193819 0.0108001
1.92079 0.00012704 0.00150105 0.00845716
1.94059 9.20286e-05 0.00109671 0.00623331
1.9604 5.98032e-05 0.00071713 0.00410185
1.9802 2.94336e-05 0.000354295 0.0020343
